,NGA,RelTime,SPC1
758,Yemeni Coastal Plain,100,0.729009922
759,Yemeni Coastal Plain,200,0.874001984
760,Yemeni Coastal Plain,300,0.841906264
761,Yemeni Coastal Plain,500,0.686558983
762,Yemeni Coastal Plain,600,0.686558983
763,Yemeni Coastal Plain,700,0.802860511
764,Yemeni Coastal Plain,800,0.839821765
765,Yemeni Coastal Plain,900,0.80171977
766,Yemeni Coastal Plain,1000,0.80171977
767,Yemeni Coastal Plain,1100,0.79706218
768,Yemeni Coastal Plain,1200,0.958306584
769,Yemeni Coastal Plain,1300,0.568927825
770,Yemeni Coastal Plain,1400,0.568927825
